# X Y X1 X2 Y1 Y2
   -2.64     0.82     0.14     0.14     0.12     0.12  #CS22942-019 
   -2.64     0.22     0.18     0.18     0.18     0.18  #CS30301-015 
   -2.91     1.53     0.14     0.14     0.02     0.02  #CS22892-052 
    -2.9     1.79        0        0        0        0  #CS29497-034 
    -2.8     1.74     0.21     0.21     0.14     0.14  #HE0058-0244 
    -2.7     1.74        0        0     0.05     0.05  #LP625-44 
   -2.85     1.36      0.2      0.2        0        0  #CS22183-015 
   -2.73     1.22     0.22     0.22     0.13     0.13  #HE0336+0113 
   -2.96     0.74     0.16     0.16        0        0  #HE1159-0525 
   -2.47     2.05     0.27     0.27        0        0  #HE2122-4707 
   -2.71     0.79     0.19     0.19     0.14     0.14  #HE2158-0348 
   -2.67     1.68     0.03     0.03     0.07     0.07  #HE2258-6358 
   -2.78     1.72      0.2      0.2     0.23     0.23  #HE0010-3422 
   -2.58      1.9      0.2      0.2     0.24     0.24  #HE0243-3044 
   -2.88     1.52      0.2      0.2     0.21     0.21  #HE2208-1239 
   -2.63     1.71        0        0        0        0  #CD-27_14351 
   -1.46     1.32     0.08     0.08     0.08     0.08  #HD222925 
   -2.89     1.57     0.14     0.14     0.15     0.15  #HE0151-0341 
    -2.9     1.38      0.1      0.1     0.17     0.17  #HE0319-0215 
    -2.7     1.08      0.1      0.1     0.17     0.17  #HE1429-0551 
   -2.74     1.84     0.08     0.08        0        0  #HE2339-0837 
   -2.65     0.94     0.08     0.08     0.08     0.08  #J2257+3859 
